Text,Attacker,CVE,ExploitTarget,Hardware,Means/Consequence,Product,Software,Vulnerability,Weakness,VersionNumber,hasAffectedSoftware,hasAttacker,#hasMeans,hasWeakness,#isUnderAttack,hasSoftware,has CVE_ID,hasVulnerability
"CVE-2014-0143 ** RESERVED ** This candidate has been reserved by an organization or individual that will use it when announcing a new security problem.  When the candidate has been publicized, the details for this candidate will be provided.",,,,,,,,,,,,,,,,,,
"CVE-2014-0145 ** RESERVED ** This candidate has been reserved by an organization or individual that will use it when announcing a new security problem.  When the candidate has been publicized, the details for this candidate will be provided.",,,,,,,,,,,,,,,,,,
"CVE-2014-0147 ** RESERVED ** This candidate has been reserved by an organization or individual that will use it when announcing a new security problem.  When the candidate has been publicized, the details for this candidate will be provided.",,,,,,,,,,,,,,,,,,
CVE-2014-0149 Multiple cross-site scripting (XSS) vulnerabilities in Red Hat JBoss Web Framework Kit 2.5.0 allow remote attackers to inject arbitrary web script or HTML via a (1) parameter or (2) id name.,remote attackers,CVE-2014-0149,,,parameter;id name,Red Hat JBoss Web Framework Kit,,Multiple cross-site scripting (XSS) vulnerabilities,to inject arbitrary web script or HTML,2.5.0,,,,,,,,
CVE-2014-0151 Cross-site request forgery (CSRF) vulnerability in oVirt Engine before 3.5.0 beta2 allows remote attackers to hijack the authentication of users for requests that perform unspecified actions via a REST API request.,remote attackers,CVE-2014-0151,,,REST API request,oVirt Engine,,Cross-site request forgery (CSRF) vulnerability,to hijack the authentication of users for requests that perform unspecified actions,before 3.5.0 beta2,,,,,,,,
"CVE-2014-0153 The REST API in oVirt 3.4.0 and earlier stores session IDs in HTML5 local storage, which allows remote attackers to obtain sensitive information via a crafted web page.",remote attackers,CVE-2014-0153,REST API,,crafted web page,oVirt,,,to obtain sensitive information,3.4.0 and earlier,,,,,,,,
"CVE-2014-0155 The ioapic_deliver function in virt/kvm/ioapic.c in the Linux kernel through 3.14.1 does not properly validate the kvm_irq_delivery_to_apic return value, which allows guest OS users to cause a denial of service (host OS crash) via a crafted entry in the redirection table of an I/O APIC.  NOTE: the affected code was moved to the ioapic_service function before the vulnerability was announced.",guest OS users,CVE-2014-0155,ioapic_deliver function in virt/kvm/ioapic.c,,crafted entry in the redirection table of an I/O APIC,Linux kernel,,,to cause a denial of service,through 3.14.1,,,,,,,,
CVE-2014-0157 Cross-site scripting (XSS) vulnerability in the Horizon Orchestration dashboard in OpenStack Dashboard (aka Horizon) 2013.2 before 2013.2.4 and icehouse before icehouse-rc2 allows remote attackers to inject arbitrary web script or HTML via the description field of a Heat template.,remote attackers,CVE-2014-0157,Horizon Orchestration dashboard,,description field of a Heat template,OpenStack Dashboard,,Cross-site scripting (XSS) vulnerability,to inject arbitrary web script or HTML,2013.2 before 2013.2.4,,,,,,,,
CVE-2014-0159 Buffer overflow in the GetStatistics64 remote procedure call (RPC) in OpenAFS 1.4.8 before 1.6.7 allows remote attackers to cause a denial of service (crash) via a crafted statsVersion argument.,remote attackers,CVE-2014-0159,GetStatistics64 remote procedure call (RPC),,crafted statsVersion argument,OpenAFS,,Buffer overflow,to cause a denial of service,1.4.8 before 1.6.7,,,,,,,,
"CVE-2014-0161 ** RESERVED ** This candidate has been reserved by an organization or individual that will use it when announcing a new security problem.  When the candidate has been publicized, the details for this candidate will be provided.",,,,,,,,,,,,,,,,,,
"CVE-2014-0163 ** RESERVED ** This candidate has been reserved by an organization or individual that will use it when announcing a new security problem.  When the candidate has been publicized, the details for this candidate will be provided.",,,,,,,,,,,,,,,,,,
"CVE-2014-0165 WordPress before 3.7.2 and 3.8.x before 3.8.2 allows remote authenticated users to publish posts by leveraging the Contributor role, related to wp-admin/includes/post.php and wp-admin/includes/class-wp-posts-list-table.php.",remote authenticated users,CVE-2014-0165,,,leveraging the Contributor role,WordPress,,,to publish posts,before 3.7.2 and 3.8.x before 3.8.2,,,,,,,,
"CVE-2014-0167 The Nova EC2 API security group implementation in OpenStack Compute (Nova) 2013.1 before 2013.2.4 and icehouse before icehouse-rc2 does not enforce RBAC policies for (1) add_rules, (2) remove_rules, (3) destroy, and other unspecified methods in compute/api.py when using non-default policies, which allows remote authenticated users to gain privileges via these API requests.",remote authenticated users,CVE-2014-0167,Nova EC2 API security group implementation,,API requests,OpenStack Compute (Nova),,,to gain privileges,2013.1 before 2013.2.4,,,,,,,,
"CVE-2014-0169 ** RESERVED ** This candidate has been reserved by an organization or individual that will use it when announcing a new security problem.  When the candidate has been publicized, the details for this candidate will be provided.",,,,,,,,,,,,,,,,,,
"CVE-2014-0171 XML external entity (XXE) vulnerability in StaxXMLFactoryProvider2 in Odata4j, as used in Red Hat JBoss Data Virtualization before 6.0.0 patch 4, allows remote attackers to read arbitrary files via a crafted request to a REST endpoint.",remote attackers,CVE-2014-0171,StaxXMLFactoryProvider2 in Odata4j,,crafted request to a REST endpoint,Red Hat JBoss Data Virtualization,,XML external entity (XXE) vulnerability,to read arbitrary files,before 6.0.0,,,,,,,,
"CVE-2014-0173 The Jetpack plugin before 1.9 before 1.9.4, 2.0.x before 2.0.9, 2.1.x before 2.1.4, 2.2.x before 2.2.7, 2.3.x before 2.3.7, 2.4.x before 2.4.4, 2.5.x before 2.5.2, 2.6.x before 2.6.3, 2.7.x before 2.7.2, 2.8.x before 2.8.2, and 2.9.x before 2.9.3 for WordPress does not properly restrict access to the XML-RPC service, which allows remote attackers to bypass intended restrictions and publish posts via unspecified vectors.  NOTE: some of these details are obtained from third party information.",remote attackers,CVE-2014-0173,Jetpack plugin,,unspecified vectors,WordPress,,,to bypass intended restrictions and publish posts,"before 1.9 before 1.9.4, 2.0.x before 2.0.9, 2.1.x before 2.1.4, 2.2.x before 2.2.7, 2.3.x before 2.3.7, 2.4.x before 2.4.4, 2.5.x before 2.5.2, 2.6.x before 2.6.3, 2.7.x before 2.7.2, 2.8.x before 2.8.2, and 2.9.x before 2.9.3 ",,,,,,,,
"CVE-2014-0175 ** RESERVED ** This candidate has been reserved by an organization or individual that will use it when announcing a new security problem.  When the candidate has been publicized, the details for this candidate will be provided.",,,,,,,,,,,,,,,,,,
CVE-2014-0177 The am function in lib/hub/commands.rb in hub before 1.12.1 allows local users to overwrite arbitrary files via a symlink attack on a temporary patch file.,local users,CVE-2014-0177,am function in lib/hub/commands.rb in hub,,symlink attack on a temporary patch file,,,,to overwrite arbitrary files,before 1.12.1,,,,,,,,
"CVE-2014-0179 libvirt 0.7.5 through 1.2.x before 1.2.5 allows local users to cause a denial of service (read block and hang) via a crafted XML document containing an XML external entity declaration in conjunction with an entity reference to the (1) virConnectCompareCPU or (2) virConnectBaselineCPU API method, related to an XML External Entity (XXE) issue.  NOTE: this issue was SPLIT per ADT3 due to different affected versions of some vectors. CVE-2014-5177 is used for other API methods.",local users,CVE-2014-0179,,,crafted XML document containing an XML external entity declaration in conjunction with an entity reference,libvirt,,,to cause a denial of service,0.7.5 through 1.2.x before 1.2.5,,,,,,,,
"CVE-2014-0181 The Netlink implementation in the Linux kernel through 3.14.1 does not provide a mechanism for authorizing socket operations based on the opener of a socket, which allows local users to bypass intended access restrictions and modify network configurations by using a Netlink socket for the (1) stdout or (2) stderr of a setuid program.",local users,CVE-2014-0181,Netlink implementation,,using a Netlink socket,Linux kernel,,,to bypass intended access restrictions and modify network configurations,through 3.14.1,,,,,,,,
"CVE-2014-0183 ** RESERVED ** This candidate has been reserved by an organization or individual that will use it when announcing a new security problem.  When the candidate has been publicized, the details for this candidate will be provided.",,,,,,,,,,,,,,,,,,
"CVE-2014-0185 sapi/fpm/fpm/fpm_unix.c in the FastCGI Process Manager (FPM) in PHP before 5.4.28 and 5.5.x before 5.5.12 uses 0666 permissions for the UNIX socket, which allows local users to gain privileges via a crafted FastCGI client.",local users,CVE-2014-0185,sapi/fpm/fpm/fpm_unix.c,,crafted FastCGI client,FastCGI Process Manager (FPM) in PHP,,,to gain privileges,before 5.4.28 and 5.5.x before 5.5.12,,,,,,,,
"CVE-2014-0187 The openvswitch-agent process in OpenStack Neutron 2013.1 before 2013.2.4 and 2014.1 before 2014.1.1 allows remote authenticated users to bypass security group restrictions via an invalid CIDR in a security group rule, which prevents further rules from being applied.",remote authenticated users,CVE-2014-0187,openvswitch-agent process,,invalid CIDR in a security group rule,OpenStack Neutron,,,to bypass security group restrictions,2013.1 before 2013.2.4 and 2014.1 before 2014.1.1,,,,,,,,
"CVE-2014-0189 virt-who uses world-readable permissions for /etc/sysconfig/virt-who, which allows local users to obtain password for hypervisors by reading the file.",local users,CVE-2014-0189,,,by reading the file,/etc/sysconfig/virt-who,,,to obtain password for hypervisors,,,,,,,,,
"CVE-2014-0191 The xmlParserHandlePEReference function in parser.c in libxml2 before 2.9.2, as used in Web Listener in Oracle HTTP Server in Oracle Fusion Middleware 11.1.1.7.0, 12.1.2.0, and 12.1.3.0 and other products, loads external parameter entities regardless of whether entity substitution or validation is enabled, which allows remote attackers to cause a denial of service (resource consumption) via a crafted XML document.",remote attackers,CVE-2014-0191,xmlParserHandlePEReference function in parser.c,,crafted XML document,libxml2;Oracle HTTP Server;Oracle Fusion Middleware,,,to cause a denial of service,"before 2.9.2;11.1.1.7.0, 12.1.2.0, and 12.1.3.0",,,,,,,,
"CVE-2014-0193 WebSocket08FrameDecoder in Netty 3.6.x before 3.6.9, 3.7.x before 3.7.1, 3.8.x before 3.8.2, 3.9.x before 3.9.1, and 4.0.x before 4.0.19 allows remote attackers to cause a denial of service (memory consumption) via a TextWebSocketFrame followed by a long stream of ContinuationWebSocketFrames.",remote attackers,CVE-2014-0193,WebSocket08FrameDecoder,,TextWebSocketFrame followed by a long stream of ContinuationWebSocketFrames,Netty,,,to cause a denial of service,"3.6.x before 3.6.9, 3.7.x before 3.7.1, 3.8.x before 3.8.2, 3.9.x before 3.9.1, and 4.0.x before 4.0.19",,,,,,,,
"CVE-2014-0195 The dtls1_reassemble_fragment function in d1_both.c in OpenSSL before 0.9.8za, 1.0.0 before 1.0.0m, and 1.0.1 before 1.0.1h does not properly validate fragment lengths in DTLS ClientHello messages, which allows remote attackers to execute arbitrary code or cause a denial of service (buffer overflow and application crash) via a long non-initial fragment.",remote attackers,CVE-2014-0195,dtls1_reassemble_fragment function in d1_both.c,,long non-initial fragment,OpenSSL,,,to execute arbitrary code or cause a denial of service,"before 0.9.8za, 1.0.0 before 1.0.0m, and 1.0.1 before 1.0.1h",,,,,,,,
"CVE-2014-0197 ** RESERVED ** This candidate has been reserved by an organization or individual that will use it when announcing a new security problem.  When the candidate has been publicized, the details for this candidate will be provided.",,,,,,,,,,,,,,,,,,
"CVE-2014-0199 The setup script in ovirt-engine-reports, as used in the Red Hat Enterprise Virtualization reports (rhevm-reports) package before 3.3.3, stores the reports database password in cleartext, which allows local users to obtain sensitive information by reading an unspecified file.",local users,CVE-2014-0199,,,database password in cleartext,Red Hat Enterprise Virtualization reports (rhevm-reports) package,,obtain sensitive information,,3.3.3,,,,,,,,
